id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
101,why did harold rush out of the room ?,implicit,""" for whom hast thou purchased that ? "" he asked , hoping to hear that it was intended for him . "" tis a christmas gift for thy brother paul , "" answered his mother , and she would have gone on to tell him how deadly a thing it was , had he given her time to speak . but her words fanned his fury into madness , for it seemed to him that this hated brother of his was claiming everything . "" everything is for paul ! i am sick of his very name , "" he cried . "" by my troth , he shall not have this ! ",he wanted to show lady morna .,to show lady morna how fine he was .,to show the lady morna how fine he was,0.6666666666666667,0.3076923076923077,0.5333333333333333,0.5333333333333333,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.9411764705882353,0.24446151121745052,"[0.6, 0.3333333333333333, 0.125, 0.14285714285714285]",1.0,1.2857142857142858,9,7,0.7071067811865475,"[0.9, 0.7777777777777778, 0.625, 0.5714285714285714]",1.0,1.0,9,9,0.9017801880836487,0.9686601758003235,0.028124712,0.927688
102,why did the man spend all his time and money trying to get rid of his wen ?,explicit,"many , many years ago there lived a good old man who had a wen like a tennis - ball growing out of his right cheek . this lump was a great disfigurement to the old man , and so annoyed him that for many years he spent all his time and money in trying to get rid of it . he tried everything he could think of . he consulted many doctors far and near , and took all kinds of medicines both internally and externally . but it was all of no use . the lump only grew bigger and bigger till it was nearly a",it so annoyed him .,"this lump was a great disfigurement to the old man , and so annoyed him that for many years .",the man had a wen like a tennis ball growing out of his right cheek .,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.1212121212121212,0.1212121212121212,0.07692375026049747,"[0.11764705882352941, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,3.2,16,5,0.07533067013863758,"[0.29411764705882354, 0.0625, 0.06666666666666667, 0.07142857142857142]",0.7788007830714049,0.8,16,20,0.8455092906951904,0.8469852209091187,-1.1089495,-1.3365194
103,who was matte's and maie's little yellow-brown dog ?,explicit,"all good things go in threes , so matte and his wife fished for salmon in spring , for herring in summer , and for cod in winter . when on saturdays the weather was fine and the wind favourable , they sailed to the nearest town , sold their fish , and went to church on sunday . but it often happened that for weeks at a time they were quite alone on the rock ahtola , and had nothing to look at except their little yellow - brown dog , which bore the grand name of prince , their grass tufts , their",prince .,prince .,"matte and maie were industrious , hard - working folk , happy and contented in their poor hut .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06439931429457924,"[0.1, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,9.5,19,2,0.06439931429457924,"[0.1, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,9.5,19,2,0.8469626307487488,0.8469626307487488,-1.8782681,-1.8782681
104,why couldn't the old woman catch up to the bannock ?,explicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he","she was old , and the bannock was young , and it ran faster than she did , and escaped over the hill behind the house .",she was old and tha bananock was young .,she was too young to catch up to the bannock .,0.30303030303030304,0.1290322580645161,0.24242424242424243,0.24242424242424243,0.33333333333333326,0.125,0.33333333333333326,0.33333333333333326,0.047879504681501345,"[0.5833333333333334, 0.2727272727272727, 0.1, 0.1111111111111111]",0.23350647909091338,0.4074074074074074,11,27,0.17033186037639278,"[0.4166666666666667, 0.18181818181818182, 0.1, 0.1111111111111111]",1.0,1.2222222222222223,11,9,0.8782556653022766,0.8792259097099304,-0.7109316,-1.1762785
105,how will the little grey man help dullhead ?,explicit,"after a time they all came to a town where a king reigned whose daughter was so serious and solemn that no one could ever manage to make her laugh . so the king had decreed that whoever should succeed in making her laugh should marry her . when dullhead heard this he marched before the princess with his goose and its appendages , and as soon as she saw these seven people continually running after each other she burst out laughing , and could not stop herself . then dullhead claimed her as his br",drink up a whole cellarful of wine .,helping him drink a whole cellarful of wine .,the little grey man will help dullhead .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,0.1415224185897875,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",0.8824969025845955,0.8888888888888888,8,9,0.8264358639717102,0.8381414413452148,-1.5698851,-1.5124335
106,why should the youth do what the third princess asks of him ?,explicit,"then the son found he had forgotten his handkerchief , and went down to the boat to get it . but no sooner was he in the boat than it moved off with a rush , and no matter how hard the youth worked against it with the oars , it was all in vain . the boat drove on and on , all night long , and at last he came to a white strand , far , far away . he stepped ashore , and after he had gone a while he met an old man with a great , white beard . "" what is this country called ? "" asked the youth . "" wh",he would make his fortune .,he will make his fortune .,the third princess asks him to make his fortune,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.2626909894424158,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",1.0,1.5,9,6,0.2626909894424158,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",1.0,1.5,9,6,0.8854020833969116,0.8942192792892456,-0.21180813,-0.08314023
107,what did the basket resemble ?,explicit,""" oh , there will be no difficulty about your getting there , "" said the old man ; "" i can soon make something for you to ride on through the sea . "" "" thank you , "" said the happy hunter , "" i shall be very grateful to you if you will be so kind . "" the old man at once set to work , and soon made a basket and offered it to the happy hunter . he received it with joy , and taking it to the water , mounted it , and prepared to start . he bade good by to the kind old man who had helped him so much ",a small boat .,a small boat .,A small boat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5066641486392105,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.7165313105737893,0.75,3,4,0.5066641486392105,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.7165313105737893,0.75,3,4,0.9589542150497437,0.9589542150497437,0.859894,0.859894
108,what happened because rin jin was the ruler of all sea creatures and kept the jewel of the ebbing tide ?,explicit,"long , long ago , in old japan , the kingdom of the sea was governed by a wonderful king . he was called rin jin , or the dragon king of the sea . his power was immense , for he was the ruler of all sea creatures both great and small , and in his keeping were the jewels of the ebb and flow of the tide . the jewel of the ebbing tide when thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the sh",his power was immense .,his power was immense .,"thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the shore like a tidal wave",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266785298043081,"[0.02564102564102564, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,7.6,38,5,0.0266785298043081,"[0.02564102564102564, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,7.6,38,5,0.8339955806732178,0.8339955806732178,-1.5771307,-1.5771307
109,how did  the smith feel after the bannock ran away ?,explicit,""" if there be one thing i am fond of , it is a glass of ale and a well - toasted cake , "" he cried . "" so come inside here , and welcome to you . "" but as soon as the little bannock heard of the ale , it turned and ran out of the smithy as fast as it could , and the disappointed smith picked up his hammer and ran after it . and when he saw that he could not catch it , he flung his heavy hammer at it , in the hope of knocking it down , but , luckily for the little cake , he missed his aim . after",disappointed .,disappointed .,disappointed,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9120463132858276,0.9120463132858276,0.9171425,0.9171425
110,how did the farmer feel when the bonze did not go ?,explicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",angry .,angry .,angry,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9116600751876831,0.9116600751876831,0.90101075,0.90101075
111,what happened after the demon chief took the man's wen ?,explicit,""" you are very clever , "" said the demon chief , giving his horns an approving nod . then he stretched out a hairy arm and claw - like hand , and took the great lump from the old man 's right cheek . strange to say , it came off as easily as a ripe plum from the tree at the demon 's touch , and then the merry troop of demons suddenly vanished .",the merry troop of demons suddenly vanished .,the merry troop of demons suddenly vanished .,The demon chief took the man's wen .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.0,8,8,0.891017735004425,0.891017735004425,-1.1555575,-1.1555575
112,why did the natives call the immense boulder the dwarfie stone ?,explicit,"far up in a green valley in the island of hoy stands an immense boulder . it is hollow inside , and the natives of these northern islands call it the dwarfie stone , because long centuries ago , so the legend has it , snorro the dwarf lived there . nobody knew where snorro came from , or how long he had dwelt in the dark chamber inside the dwarfie stone . all that they knew about him was that he was a little man , with a queer , twisted , deformed body and a face of marvellous beauty , which nev",snorro the dwarf lived there .,snorro the dwarf lived there .,"Because snorro 's father had been a fairy , and not a denizen of earth .",0.10526315789473682,0.0,0.10526315789473682,0.10526315789473682,0.10526315789473682,0.0,0.10526315789473682,0.10526315789473682,0.08513012360883544,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,2.6666666666666665,16,6,0.08513012360883544,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,2.6666666666666665,16,6,0.8549059629440308,0.8549059629440308,-0.96181124,-0.96181124
