id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
97,why couldn't the wizard help the princess immediately ?,explicit,"' the king of granada is my father , and i was born in the palace which overlooks the plain of the vega . i was only a few months old when a wicked fairy , who had a spite against my parents , cast a spell over me , bending my back and wrinkling my skin till i looked as if i was a hundred years old , and making me such an object of disgust to everyone , that at length the king ordered my nurse to take my away from the palace . she was the only person who cared about me , and we lived together in",her misfortune resulted from a spell .,her misfortune resulted from a spell .,"he would do his best , and at any rate he could promise that before my fifteenth birthday should be freed from the enchantment if he could promise that before my fifteenth birthday should be freed from the enchantment if he could promise that before my fifteenth birthday should be freed from the enchantment if i could get a man who would swear to marry her as i was born .",0.08,0.0,0.05333333333333333,0.05333333333333333,0.08,0.0,0.05333333333333333,0.05333333333333333,0.021213288925667578,"[0.06944444444444445, 0.014084507042253521, 0.014285714285714285, 0.014492753623188406]",1.0,10.142857142857142,71,7,0.021213288925667578,"[0.06944444444444445, 0.014084507042253521, 0.014285714285714285, 0.014492753623188406]",1.0,10.142857142857142,71,7,-1.4612402,-1.4612402
98,why did andrew think there would be no storm ?,explicit,""" hark , lucky andrew , do you know there will be a storm to - night ? "" said john nicholas , and looked out across the sea . "" i think it would be best if we stayed here until morning ! "" "" there 'll be no storm , "" said andrew . "" the seven sisters have not put on their fog - caps , so you may be quite at rest . """,the seven sisters have not put on their fog - caps .,the seven sisters have not put on their fog - caps .,"the seven sisters have not put on their fog - caps , so you may be quite at rest .",0.7407407407407407,0.72,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.72,0.7407407407407407,0.7407407407407407,0.5471114295717522,"[0.6190476190476191, 0.55, 0.5263157894736842, 0.5]",1.0,1.6666666666666667,20,12,0.5471114295717522,"[0.6190476190476191, 0.55, 0.5263157894736842, 0.5]",1.0,1.6666666666666667,20,12,0.15815325,0.15815325
99,what was the sea king's palace like ?,explicit,"the happy hunter made all the haste he could , riding on the basket which had been given him by his friend . his queer boat seemed to go through the water of its own accord , and the distance was much shorter than he had expected , for in a few hours he caught sight of the gate and the roof of the sea king 's palace . and what a large place it was , with its numberless sloping roofs and gables , its huge gateways , and its gray stone walls ! he soon landed , and leaving his basket on the beach ,",grand .,wonferful .,"a large place it was with its numberless sloping roofs and gables , its huge gateways , and its gray stone walls .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05291907393644996,"[0.08333333333333333, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,11.5,23,2,0.05291907393644996,"[0.08333333333333333, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,11.5,23,2,-1.601675,-1.5051718
100,what did the physicians do after the princess shrieked at them ?,explicit,"the next morning he went to the false bride 's room , but her ladies told him she would neither speak nor get up , though she ate everything they set before her . the prince was sorely perplexed as to what could be the matter with her , for naturally he could not guess that she was expecting her mother to return every moment , and to remove the spell the doves had laid upon her , and meanwhile was afraid to speak lest she should betray herself . at length he made up his mind to summon all the co",left the room at once .,left the room at once .,"left the room at once , and nothing that the prince could say would prevail on them to remain .",0.4347826086956522,0.38095238095238093,0.4347826086956522,0.4347826086956522,0.4347826086956522,0.38095238095238093,0.4347826086956522,0.4347826086956522,0.23253775401768095,"[0.3333333333333333, 0.25, 0.21052631578947367, 0.16666666666666666]",1.0,3.3333333333333335,20,6,0.23253775401768095,"[0.3333333333333333, 0.25, 0.21052631578947367, 0.16666666666666666]",1.0,3.3333333333333335,20,6,-0.26718777,-0.26718777
101,how did the islanders feel about snorro ?,explicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo",fear .,fear .,"whispered that it had once belonged to odin , and they crossed themselves for protection as they named the mighty enchanter .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,0.05538696232597745,"[0.08695652173913043, 0.045454545454545456, 0.047619047619047616, 0.05]",1.0,11.0,22,2,-1.5805542,-1.5805542
102,where did the farmer go to sell his pears ?,explicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",market .,to market .,a bonze with a torn cap and tattered robe .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,5.0,10,2,0.12605968092174913,"[0.18181818181818182, 0.1, 0.1111111111111111, 0.125]",1.0,3.3333333333333335,10,3,-1.6004931,-1.4501125
103,what happened to the poor neighbor after the large man told him what to do ?,explicit,"then it was that a large man stepped up to him and said : "" do not grieve so . i can tell you what you ought to do . when the mowing begins , just call out ' old hopgiant ! ' three times in succession , and you 'll not be at a loss , as you shall see for yourself . "" and with that he disappeared . then the poor man 's heart grew less heavy , and he gave over worrying . so one fine day his rich neighbor came along with no fewer than twenty farmhands , and they mowed down one swath after another .","the poor man 's heart grew less heavy , and he gave over worrying .","the poor man 's heart grew less heavy , and he gave over worrying .","he saw how the others took hold , and that he himself would not be able to do anything alone .",0.18749999999999997,0.0,0.18749999999999997,0.18749999999999997,0.18749999999999997,0.0,0.18749999999999997,0.18749999999999997,0.09092617426809149,"[0.2727272727272727, 0.09523809523809523, 0.05, 0.05263157894736842]",1.0,1.4,21,15,0.09092617426809149,"[0.2727272727272727, 0.09523809523809523, 0.05, 0.05263157894736842]",1.0,1.4,21,15,-0.8822613,-0.8822613
104,why did the islanders fear the book almost as much as they feared snorro himself ?,explicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo","it was whispered that it had once belonged to odin , and they crossed themselves for protection as they named the mighty enchanter .",it was whispered that it had once belonged to odin .,"it had once belonged to odin , and they crossed themselves for protection as they named the mighty enchanter .",0.9,0.8947368421052632,0.9,0.9,0.42857142857142855,0.3846153846153846,0.42857142857142855,0.42857142857142855,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,20,24,0.28592291256793106,"[0.38095238095238093, 0.3, 0.2631578947368421, 0.2222222222222222]",1.0,1.8181818181818181,20,11,0.53210384,-0.3542321
105,how will the little grey man help dullhead ?,explicit,"after a time they all came to a town where a king reigned whose daughter was so serious and solemn that no one could ever manage to make her laugh . so the king had decreed that whoever should succeed in making her laugh should marry her . when dullhead heard this he marched before the princess with his goose and its appendages , and as soon as she saw these seven people continually running after each other she burst out laughing , and could not stop herself . then dullhead claimed her as his br",drink up a whole cellarful of wine .,helping him drink a whole cellarful of wine .,he felt sure .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13218059591958078,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.36787944117144233,0.5,4,8,0.10294235160901445,"[0.4, 0.25, 0.3333333333333333, 0.5]",0.2865047968601901,0.4444444444444444,4,9,-1.5504898,-1.7577451
106,why did the queen not recognize the king at first ?,explicit,"the king did as the north wind told him . he stationed himself on the steps ; and when the north wind came roaring and rushing up , and laid hold of the castle walls till they fairly shook , the prince came out to see what it was all about . but that very moment the king seized him by the collar , and threw him out , and the north wind took him and carried him off . when he had borne him away , the king went into the castle . at first the queen did not recognize him , for he had grown thin and p",he had grown thin and pale .,he had grown thin and pale .,he had grown thin and pale because he had wandered so long in his great distress .,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.3381307292971254,"[0.4444444444444444, 0.35294117647058826, 0.3125, 0.26666666666666666]",1.0,2.4285714285714284,17,7,0.3381307292971254,"[0.4444444444444444, 0.35294117647058826, 0.3125, 0.26666666666666666]",1.0,2.4285714285714284,17,7,0.13534701,0.13534701
